%  columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=518753, Wed May  4 20:14:27 2016
1 9 -0.069609799727 -0.00133733926184 0.000604597584107 0.0555984476313 1 1 1 1 1 1 1
2 18 -0.160429347745 -0.00273856739245 0.0130623629004 0.116338315915 1 1 1 1 1 1 1
3 27 -0.197808491335 -0.00790270452655 0.00291592042361 0.151964887692 1 1 1 1 1 1 1
4 36 -0.271250157512 -5.73469255563e-05 0.00925619840322 0.225013696183 0.804923335804 0.858081158936 0.8798239285 1.00197901767 1.01138933287 1.03432725876 1.320985159
